TIMECODE,HOME.LATITUDE,HOME.LONGITUDE,DATE,GPS.LATITUDE,GPS.LONGITUDE,GPS.SATELLITES,BAROMETER,ISO,SHUTTER,FNUM,SPEED.TWOD,SPEED.VERTICAL,SPEED.THREED,DISTANCE,propInt,propInt2,propExtra,NAME
"00:02:07,000","-20.2532","149.0251","1501953237000","-20.252587500000004","149.0238125","16","118.45","100","60","2.2","37.79393830718089","0.09000000000002045","37.79404546707054","394.2434536907188","123","456","Prop added in a second instance","mavic_pro"
"00:02:08,000","-20.2532","149.0251","1501953238000","-20.252687499999997","149.02377499999997","16","118.48750000000001","100","60","2.2","42.48281316466175","0.1350000000000307","42.483027662627315","406.0442947081153","123","456","Prop added in a second instance","mavic_pro"
"00:02:09,000","-20.2532","149.0251","1501953239000","-20.2528125","149.02372499999998","15","118.525","100","60","2.2","53.50491932569598","0.13499999999997955","53.50508963686759","420.90681960724515","123","456","Prop added in a second instance","mavic_pro"
"00:02:10,000","-20.2532","149.0251","1501953240000","-20.2529375","149.0236625","15","118.55000000000001","100","60","2.2","55.33134434440761","0.09000000000002045","55.331417539761325","436.2766578127344","123","456","Prop added in a second instance","mavic_pro"
"00:02:11,000","-20.2532","149.0251","1501953241000","-20.253075000000003","149.0236","15","118.57500000000002","100","60","2.2","59.9043217880982","0.09000000000002045","59.904389395869956","452.91676597825386","123","456","Prop added in a second instance","mavic_pro"
"00:02:12,000","-20.2532","149.0251","1501953242000","-20.2532125","149.0235375","15","118.60000000000002","100","60","2.2","59.90431361738674","0.09000000000002045","59.904381225167725","469.5568718741338","123","456","Prop added in a second instance","mavic_pro"
"00:02:13,000","-20.2532","149.0251","1501953243000","-20.253349999999998","149.02346250000002","15","118.62500000000001","100","60","2.2","61.898950944130796","0.0899999999999693","61.89901637331494","486.7510430889435","123","456","Prop added in a second instance","mavic_pro"
"00:02:14,000","-20.2532","149.0251","1501953244000","-20.2534875","149.02340000000004","15","118.65000000000002","100","60","2.2","59.90429729177045","0.09000000000002045","59.90436489956984","503.39114444993515","123","456","Prop added in a second instance","mavic_pro"
"00:02:15,000","-20.2532","149.0251","1501953245000","-20.253624999999996","149.02333750000003","16","118.65000000000002","100","60","2.2","59.90428913968084","0","59.90428913968084","520.0312247665132","123","456","Prop added in a second instance","mavic_pro"
"00:02:16,000","-20.2532","149.0251","1501953246000","-20.253775","149.02326250000002","16","118.65","100","60","2.2","66.39754959567028","-5.1159076974727215e-14","66.39754959567028","538.4749885430883","123","456","Prop added in a second instance","mavic_pro"
"00:02:17,000","-20.2532","149.0251","1501953247000","-20.253912500000002","149.02319999999997","16","118.6375","100","60","2.2","59.90427207433603","-0.045000000000010226","59.90428897630016","555.1150688142828","123","456","Prop added in a second instance","mavic_pro"
"00:02:18,000","-20.2532","149.0251","1501953248000","-20.254062500000003","149.0231375","16","118.625","100","60","2.2","64.54207574540925","-0.045000000000010226","64.54209143284825","573.0434275456296","123","456","Prop added in a second instance","mavic_pro"
"00:02:19,000","-20.2532","149.0251","1501953249000","-20.254200000000004","149.0230625","16","118.5875","100","60","2.2","61.89888062776925","-0.13499999999997955","61.89902784350355","590.2376019466028","123","456","Prop added in a second instance","mavic_pro"
"00:02:20,000","-20.2532","149.0251","1501953250000","-20.254325","149.023","16","118.5375","100","60","2.2","55.33125517609759","-0.1800000000000409","55.33154795740335","605.6074763792149","123","456","Prop added in a second instance","mavic_pro"
"00:02:21,000","-20.2532","149.0251","1501953251000","-20.2544375","149.02294999999998","16","118.475","100","60","2.2","48.846552085946406","-0.225","48.8470702876342","619.1761070146688","123","456","Prop added in a second instance","mavic_pro"
"00:02:22,000","-20.2532","149.0251","1501953252000","-20.2545125","149.0229","15","118.4125","100","60","2.2","35.450833250373414","-0.225","35.451547260250585","629.023759031405","123","456","Prop added in a second instance","mavic_pro"
"00:02:23,000","-20.2532","149.0251","1501953253000","-20.254575000000003","149.02286249999997","14","118.375","100","60","2.2","28.74237361678906","-0.13499999999997955","28.742690655662205","637.007839769089","123","456","Prop added in a second instance","mavic_pro"
"00:02:24,000","-20.2532","149.0251","1501953254000","-20.2545875","149.02284999999998","15","118.33749999999999","100","60","2.2","6.868787729745159","-0.1350000000000307","6.870114254966774","638.916204839913","123","456","Prop added in a second instance","mavic_pro"
"00:02:25,000","-20.2532","149.0251","1501953255000","-20.254575","149.02283749999998","15","118.29999999999998","100","60","2.2","6.868787737219993","-0.1350000000000307","6.870114262440163","640.8245699128131","123","456","Prop added in a second instance","mavic_pro"
"00:02:26,000","-20.2532","149.0251","1501953256000","-20.254524999999997","149.02284999999998","15","118.28749999999998","100","60","2.2","20.581256902124085","-0.045000000000010226","20.58130609731147","646.5415993842885","123","456","Prop added in a second instance","mavic_pro"
"00:02:27,000","-20.2532","149.0251","1501953257000","-20.25445","149.02288749999997","13","118.29999999999998","100","60","2.2","33.19874442553543","0.045000000000010226","33.19877492366277","655.7634813075281","123","456","Prop added in a second instance","mavic_pro"
"00:02:28,000","-20.2532","149.0251","1501953258000","-20.2543625","149.022925","14","118.32499999999999","100","60","2.2","37.79387521810064","0.09000000000002045","37.79398237816917","666.2618097459084","123","456","Prop added in a second instance","mavic_pro"
"00:02:29,000","-20.2532","149.0251","1501953259000","-20.25425","149.02297500000003","15","118.3625","100","60","2.2","48.84655558529317","0.1350000000000307","48.84674213852071","679.8303492288309","123","456","Prop added in a second instance","mavic_pro"
"00:02:30,000","-20.2532","149.0251","1501953260000","-20.254137500000002","149.02302500000002","15","118.38749999999999","100","60","2.2","48.84656081728964","0.0899999999999693","48.8466437299143","693.3988613760292","123","456","Prop added in a second instance","mavic_pro"
"00:02:31,000","-20.2532","149.0251","1501953261000","-20.2540125","149.0230875","15","118.39999999999999","100","60","2.2","55.331267223657406","0.045000000000010226","55.33128552253042","708.7686629100655","123","456","Prop added in a second instance","mavic_pro"
"00:02:32,000","-20.2532","149.0251","1501953262000","-20.253887499999998","149.02315","16","118.4125","100","60","2.2","55.33127525840429","0.045000000000010226","55.33129355727464","724.1384666759751","123","456","Prop added in a second instance","mavic_pro"
"00:02:33,000","-20.2532","149.0251","1501953263000","-20.2537625","149.0232125","16","118.425","100","60","2.2","55.33128329661847","0.045000000000010226","55.33130159548618","739.5082726747213","123","456","Prop added in a second instance","mavic_pro"
"00:02:34,000","-20.2532","149.0251","1501953264000","-20.253637499999996","149.023275","15","118.42499999999998","100","60","2.2","55.33129132952623","-5.1159076974727215e-14","55.33129132952623","754.8780758218119","123","456","Prop added in a second instance","mavic_pro"
"00:02:35,000","-20.2532","149.0251","1501953265000","-20.253499999999995","149.023325","16","118.42499999999998","100","60","2.2","58.22150547787046","0","58.22150547787046","771.0507162323314","123","456","Prop added in a second instance","mavic_pro"
"00:02:36,000","-20.2532","149.0251","1501953266000","-20.2533625","149.0233875","16","118.39999999999999","100","60","2.2","59.904296554916684","-0.0899999999999693","59.90436416271692","787.6908173886417","123","456","Prop added in a second instance","mavic_pro"
"00:02:37,000","-20.2532","149.0251","1501953267000","-20.2532375","149.02345","16","118.38749999999999","100","60","2.2","55.33131703009938","-0.045000000000010226","55.331335328955916","803.060632757796","123","456","Prop added in a second instance","mavic_pro"
"00:02:38,000","-20.2532","149.0251","1501953268000","-20.2531","149.0235125","16","118.38749999999999","100","60","2.2","59.904312139473","0","59.904312139473","819.7007194632052","123","456","Prop added in a second instance","mavic_pro"
"00:02:39,000","-20.2532","149.0251","1501953269000","-20.2529625","149.023575","16","118.37499999999999","100","60","2.2","59.90432030034297","-0.045000000000010226","59.90433720229348","836.340813130509","123","456","Prop added in a second instance","mavic_pro"
"00:02:40,000","-20.2532","149.0251","1501953270000","-20.2528375","149.02362499999998","15","118.35000000000001","100","60","2.2","53.50491294441081","-0.08999999999991815","53.504988638340805","851.2033099744925","123","456","Prop added in a second instance","mavic_pro"
"00:02:41,000","-20.2532","149.0251","1501953271000","-20.252724999999998","149.02368749999997","15","118.3","100","60","2.2","50.840682697280606","-0.1800000000000409","50.84100133873809","865.3258103463642","123","456","Prop added in a second instance","mavic_pro"
"00:02:42,000","-20.2532","149.0251","1501953272000","-20.252625","149.02373749999995","15","118.2625","100","60","2.2","44.26508575555349","-0.13499999999997955","44.26529161709549","877.6217246844462","123","456","Prop added in a second instance","mavic_pro"
"00:02:43,000","-20.2532","149.0251","1501953273000","-20.25255","149.0238","16","118.25","100","60","2.2","38.15170703958372","-0.045000000000010226","38.15173357836078","888.2194284562131","123","456","Prop added in a second instance","mavic_pro"
"00:02:44,000","-20.2532","149.0251","1501953274000","-20.252487499999997","149.0238625","16","118.26249999999999","100","60","2.2","34.34415222369692","0.04499999999995907","34.344181704685674","897.7594789297369","123","456","Prop added in a second instance","mavic_pro"
"00:02:45,000","-20.2532","149.0251","1501953275000","-20.25245","149.02392500000002","15","118.27499999999999","100","60","2.2","27.892999253443826","0.045000000000010226","27.893035552851142","905.5075443610845","123","456","Prop added in a second instance","mavic_pro"
"00:02:46,000","-20.2532","149.0251","1501953276000","-20.2524375","149.024","16","118.2875","100","60","2.2","28.639581875860245","0.045000000000010226","28.639617229008188","913.4629935913645","123","456","Prop added in a second instance","mavic_pro"
"00:02:47,000","-20.2532","149.0251","1501953277000","-20.25245","149.0240875","15","118.3125","100","60","2.2","33.276967655094445","0.09000000000002045","33.27708936067278","922.7066295248846","123","456","Prop added in a second instance","mavic_pro"
"00:02:48,000","-20.2532","149.0251","1501953278000","-20.252475","149.0241875","15","118.3625","100","60","2.2","38.90941691086028","0.17999999999998975","38.90983326028447","933.5149165416303","123","456","Prop added in a second instance","mavic_pro"
"00:02:49,000","-20.2532","149.0251","1501953279000","-20.2525125","149.02428749999999","15","118.4375","100","60","2.2","40.489646181757514","0.27000000000001023","40.49054640189375","944.7622905421564","123","456","Prop added in a second instance","mavic_pro"
"00:02:50,000","-20.2532","149.0251","1501953280000","-20.25255","149.02439999999999","15","118.51250000000002","100","60","2.2","44.887517694953864","0.2700000000000614","44.88832971736414","957.231271019202","123","456","Prop added in a second instance","mavic_pro"
"00:02:51,000","-20.2532","149.0251","1501953281000","-20.2526","149.024525","15","118.55000000000001","100","60","2.2","51.09009131296313","0.13499999999997955","51.09026967404763","971.4230125953263","123","456","Prop added in a second instance","mavic_pro"
"00:02:52,000","-20.2532","149.0251","1501953282000","-20.252662500000003","149.02465","14","118.56250000000001","100","60","2.2","53.25448861406322","0.045000000000010226","53.25450762654172","986.2159313804768","123","456","Prop added in a second instance","mavic_pro"
"00:02:53,000","-20.2532","149.0251","1501953283000","-20.252712500000005","149.024775","16","118.57500000000002","100","60","2.2","51.09005998415155","0.045000000000010226","51.09007980209273","1000.4076202143915","123","456","Prop added in a second instance","mavic_pro"
"00:02:54,000","-20.2532","149.0251","1501953284000","-20.252775","149.0249125","15","118.575","100","60","2.2","57.444429181646385","-5.1159076974727215e-14","57.444429181646385","1016.3644060981821","123","456","Prop added in a second instance","mavic_pro"
"00:02:55,000","-20.2532","149.0251","1501953285000","-20.252837500000002","149.0250375","15","118.575","100","60","2.2","53.25444187397682","0","53.25444187397682","1031.1573066187314","123","456","Prop added in a second instance","mavic_pro"
"00:02:56,000","-20.2532","149.0251","1501953286000","-20.252899999999997","149.0251625","16","118.55","100","60","2.2","53.25442517979893","-0.09000000000002045","53.254501229762745","1045.9502236269989","123","456","Prop added in a second instance","mavic_pro"
"00:02:57,000","-20.2532","149.0251","1501953287000","-20.2529625","149.02530000000002","15","118.52499999999999","100","60","2.2","57.444373015661746","-0.09000000000002045","57.44444351860751","1061.9070134932788","123","456","Prop added in a second instance","mavic_pro"
"00:02:58,000","-20.2532","149.0251","1501953288000","-20.2530375","149.0254375","15","118.5","100","60","2.2","59.79871294946992","-0.0899999999999693","59.79878067664174","1078.517785903457","123","456","Prop added in a second instance","mavic_pro"
"00:02:59,000","-20.2532","149.0251","1501953289000","-20.2531","149.02555","15","118.4125","100","60","2.2","49.1566740143274","-0.31500000000002043","49.157683276888164","1092.1726979248149","123","456","Prop added in a second instance","mavic_pro"
"00:03:00,000","-20.2532","149.0251","1501953290000","-20.253149999999998","149.02565","14","118.33749999999999","100","60","2.2","42.60348539903119","-0.27000000000001023","42.6043409542439","1104.0072370787716","123","456","Prop added in a second instance","mavic_pro"
"00:03:01,000","-20.2532","149.0251","1501953291000","-20.2532","149.02573750000002","15","118.225","100","60","2.2","38.51953094959995","-0.4049999999999898","38.52166000547209","1114.7076981914026","123","456","Prop added in a second instance","mavic_pro"
"00:03:02,000","-20.2532","149.0251","1501953292000","-20.253237499999997","149.02578749999998","16","118.12500000000001","100","60","2.2","24.067262176541295","-0.3599999999999284","24.069954480106002","1121.3937966580988","123","456","Prop added in a second instance","mavic_pro"
"00:03:03,000","-20.2532","149.0251","1501953293000","-20.253249999999998","149.0258125","15","118.03750000000001","100","60","2.2","10.650865013106646","-0.31500000000002043","10.65552206733294","1124.3536638990247","123","456","Prop added in a second instance","mavic_pro"
"00:03:04,000","-20.2532","149.0251","1501953294000","-20.253262499999998","149.02581249999997","16","117.97500000000001","100","60","2.2","5.009377085110679","-0.225","5.014427562626861","1125.7465604441988","123","456","Prop added in a second instance","mavic_pro"
"00:03:05,000","-20.2532","149.0251","1501953295000","-20.253249999999998","149.025775","16","117.9375","100","60","2.2","14.962443855166747","-0.1350000000000307","14.963052867614188","1129.902964018536","123","456","Prop added in a second instance","mavic_pro"
"00:03:06,000","-20.2532","149.0251","1501953296000","-20.253212499999997","149.0257","14","117.9","100","60","2.2","31.952597025029373","-0.13499999999997955","31.952882211843058","1138.7787646329368","123","456","Prop added in a second instance","mavic_pro"
"00:03:07,000","-20.2532","149.0251","1501953297000","-20.253175","149.0256125","14","117.95","100","60","2.2","36.1676235183672","0.17999999999998975","36.16807143001059","1148.825451141273","123","456","Prop added in a second instance","mavic_pro"
"00:03:08,000","-20.2532","149.0251","1501953298000","-20.253125000000004","149.02551250000002","15","118.0125","100","60","2.2","42.603480048762115","0.225","42.604074186223926","1160.659916193002","123","456","Prop added in a second instance","mavic_pro"
"00:03:09,000","-20.2532","149.0251","1501953299000","-20.253062500000002","149.02538750000002","16","118.1125","100","60","2.2","53.25436508527791","0.3599999999999795","53.25558187304001","1175.4531333799575","123","456","Prop added in a second instance","mavic_pro"
"00:03:10,000","-20.2532","149.0251","1501953300000","-20.2529875","149.02526249999997","16","118.21249999999999","100","60","2.2","55.785856683073646","0.3599999999999795","55.78701825572355","1190.9495273398807","123","456","Prop added in a second instance","mavic_pro"
"00:03:11,000","-20.2532","149.0251","1501953301000","-20.2529125","149.025125","16","118.3","100","60","2.2","59.79872733040645","0.31500000000002043","59.79955698277622","1207.5605153906517","123","456","Prop added in a second instance","mavic_pro"
"00:03:12,000","-20.2532","149.0251","1501953302000","-20.252837500000002","149.0249875","14","118.375","100","60","2.2","59.79874892498779","0.27000000000001023","59.79935846640604","1224.1714482979867","123","456","Prop added in a second instance","mavic_pro"
"00:03:13,000","-20.2532","149.0251","1501953303000","-20.2527625","149.0248375","15","118.425","100","60","2.2","63.905332268449406","0.17999999999998975","63.90558576791955","1241.9229999001866","123","456","Prop added in a second instance","mavic_pro"
"00:03:14,000","-20.2532","149.0251","1501953304000","-20.2526875","149.0247","15","118.4625","100","60","2.2","59.79879209610688","0.1350000000000307","59.79894448193392","1258.533817811835","123","456","Prop added in a second instance","mavic_pro"
"00:03:15,000","-20.2532","149.0251","1501953305000","-20.2526","149.02454999999998","16","118.475","100","60","2.2","66.40871972897493","0.04499999999995907","66.40873497546497","1276.980688638353","123","456","Prop added in a second instance","mavic_pro"
"00:03:16,000","-20.2532","149.0251","1501953306000","-20.252525","149.02439999999999","16","118.475","100","60","2.2","63.90540837100308","0","63.90540837100308","1294.7321909636316","123","456","Prop added in a second instance","mavic_pro"
"00:03:17,000","-20.2532","149.0251","1501953307000","-20.25245","149.02425","16","118.46249999999999","100","60","2.2","63.905432416990465","-0.045000000000010226","63.90544826071199","1312.483704369385","123","456","Prop added in a second instance","mavic_pro"
"00:03:18,000","-20.2532","149.0251","1501953308000","-20.252375","149.0241","15","118.44999999999999","100","60","2.2","63.90545644601047","-0.045000000000010226","63.90547228972602","1330.2352244498643","123","456","Prop added in a second instance","mavic_pro"
"00:03:19,000","-20.2532","149.0251","1501953309000","-20.252312500000002","149.02395","16","118.43749999999999","100","60","2.2","61.70800380046614","-0.045000000000010226","61.70802020838413","1347.3763411744155","123","456","Prop added in a second instance","mavic_pro"
"00:03:20,000","-20.2532","149.0251","1501953310000","-20.252237500000003","149.0238","16","118.42499999999998","100","60","2.2","63.905500531361284","-0.045000000000010226","63.90551637506592","1365.1278735008227","123","456","Prop added in a second instance","mavic_pro"
"00:03:21,000","-20.2532","149.0251","1501953311000","-20.2521625","149.02364999999998","15","118.4125","100","60","2.2","63.90552456014694","-0.04499999999995907","63.9055404038456","1382.879412501891","123","456","Prop added in a second instance","mavic_pro"
"00:03:22,000","-20.2532","149.0251","1501953312000","-20.2521","149.02349999999998","15","118.39999999999999","100","60","2.2","61.70807433227167","-0.045000000000010226","61.7080907401709","1400.0205488186052","123","456","Prop added in a second instance","mavic_pro"
"00:03:23,000","-20.2532","149.0251","1501953313000","-20.2520375","149.02335","16","118.4125","100","60","2.2","61.708095084709775","0.045000000000010226","61.7081114926035","1417.161690899884","123","456","Prop added in a second instance","mavic_pro"
"00:03:24,000","-20.2532","149.0251","1501953314000","-20.2519625","149.0232","16","118.425","100","60","2.2","63.90558864997538","0.045000000000010226","63.90560449365817","1434.9132477036778","123","456","Prop added in a second instance","mavic_pro"
"00:03:25,000","-20.2532","149.0251","1501953315000","-20.2519","149.02305","16","118.4","100","60","2.2","61.708140714057855","-0.0899999999999693","61.708206345558","1452.0544161329994","123","456","Prop added in a second instance","mavic_pro"
"00:03:26,000","-20.2532","149.0251","1501953316000","-20.2518375","149.0229125","16","118.3375","100","60","2.2","57.44469133712998","-0.225","57.4451319766796","1468.0113972376328","123","456","Prop added in a second instance","mavic_pro"
"00:03:27,000","-20.2532","149.0251","1501953317000","-20.251775","149.0228","15","118.2625","100","60","2.2","49.156969917141275","-0.27000000000001023","49.15771141372158","1481.6663170747777","123","456","Prop added in a second instance","mavic_pro"
"00:03:28,000","-20.2532","149.0251","1501953318000","-20.251725","149.0227125","15","118.18749999999999","100","60","2.2","38.51978876891318","-0.2700000000000614","38.52073502416186","1492.366521248156","123","456","Prop added in a second instance","mavic_pro"
"00:03:29,000","-20.2532","149.0251","1501953319000","-20.2517","149.02266250000002","16","118.12499999999999","100","60","2.2","21.301893589382555","-0.225","21.30308183088488","1498.2840439789575","123","456","Prop added in a second instance","mavic_pro"
"00:03:30,000","-20.2532","149.0251","1501953320000","-20.251675","149.0226375","15","118.08749999999999","100","60","2.2","13.737695319603331","-0.13499999999997955","13.738358624459154","1502.1002547079738","123","456","Prop added in a second instance","mavic_pro"
"00:03:31,000","-20.2532","149.0251","1501953321000","-20.251675","149.02265","15","118.0625","100","60","2.2","4.699703485557303","-0.0899999999999693","4.700565163058529","1503.4059672532678","123","456","Prop added in a second instance","mavic_pro"
"00:03:32,000","-20.2532","149.0251","1501953322000","-20.2516875","149.0226875","13","118.05","100","60","2.2","14.962578621406058","-0.045000000000010226","14.962646290070404","1507.5622578893986","123","456","Prop added in a second instance","mavic_pro"
"00:03:33,000","-20.2532","149.0251","1501953323000","-20.2517125","149.022775","14","118.08749999999999","100","60","2.2","34.38965715095892","0.13499999999997955","34.389922127863265","1517.1150140360273","123","456","Prop added in a second instance","mavic_pro"
"00:03:34,000","-20.2532","149.0251","1501953324000","-20.2517625","149.022875","15","118.175","100","60","2.2","42.6037818614112","0.31500000000002043","42.60494635479208","1528.949721356803","123","456","Prop added in a second instance","mavic_pro"
"00:03:35,000","-20.2532","149.0251","1501953325000","-20.251812500000003","149.023","15","118.275","100","60","2.2","51.09031053137515","0.3600000000000307","51.09157885789343","1543.1418265951067","123","456","Prop added in a second instance","mavic_pro"
"00:03:36,000","-20.2532","149.0251","1501953326000","-20.251875","149.023125","15","118.37500000000001","100","60","2.2","53.254698938009696","0.3600000000000307","53.255915718143946","1557.9351365168134","123","456","Prop added in a second instance","mavic_pro"
"00:03:37,000","-20.2532","149.0251","1501953327000","-20.2519375","149.0232625","16","118.4625","100","60","2.2","57.44468009498297","0.3149999999999693","57.44554374548937","1573.8922320016716","123","456","Prop added in a second instance","mavic_pro"
"00:03:38,000","-20.2532","149.0251","1501953328000","-20.251999999999995","149.02339999999998","15","118.525","100","60","2.2","57.44466136941289","0.225","57.44510200919237","1589.8492047820027","123","456","Prop added in a second instance","mavic_pro"
"00:03:39,000","-20.2532","149.0251","1501953329000","-20.252062499999997","149.02355","16","118.55000000000001","100","60","2.2","61.70810753172584","0.09000000000002045","61.70817316326128","1606.9903639940198","123","456","Prop added in a second instance","mavic_pro"
"00:03:40,000","-20.2532","149.0251","1501953330000","-20.252125","149.02370000000002","16","118.5625","100","60","2.2","61.70808679629235","0.04499999999995907","61.708103204188255","1624.131503772961","123","456","Prop added in a second instance","mavic_pro"
"00:03:41,000","-20.2532","149.0251","1501953331000","-20.252187499999998","149.02385","16","118.55","100","60","2.2","61.70806603405255","-0.045000000000010226","61.708082441953984","1641.2726377846147","123","456","Prop added in a second instance","mavic_pro"
"00:03:42,000","-20.2532","149.0251","1501953332000","-20.25225","149.024","16","118.52499999999999","100","60","2.2","61.7080452902735","-0.09000000000002045","61.70811092187513","1658.413779707358","123","456","Prop added in a second instance","mavic_pro"
"00:03:43,000","-20.2532","149.0251","1501953333000","-20.252312500000002","149.0241375","15","118.49999999999999","100","60","2.2","57.44456774742264","-0.09000000000002045","57.4446382501294","1674.3706236657272","123","456","Prop added in a second instance","mavic_pro"
"00:03:44,000","-20.2532","149.0251","1501953334000","-20.252375","149.02428749999999","15","118.475","100","60","2.2","61.70800380920912","-0.0899999999999693","61.70806944085488","1691.5117540659646","123","456","Prop added in a second instance","mavic_pro"
"00:03:45,000","-20.2532","149.0251","1501953335000","-20.2524375","149.024425","15","118.44999999999999","100","60","2.2","57.444530306413675","-0.09000000000002045","57.44460080916638","1707.4685876240665","123","456","Prop added in a second instance","mavic_pro"
"00:03:46,000","-20.2532","149.0251","1501953336000","-20.2525","149.024575","15","118.43749999999999","100","60","2.2","61.70796231197101","-0.045000000000010226","61.70797871990003","1724.6096928240386","123","456","Prop added in a second instance","mavic_pro"
"00:03:47,000","-20.2532","149.0251","1501953337000","-20.2525625","149.02471250000002","16","118.4375","100","60","2.2","57.444492856579764","5.1159076974727215e-14","57.444492856579764","1740.5664963953107","123","456","Prop added in a second instance","mavic_pro"
"00:03:48,000","-20.2532","149.0251","1501953338000","-20.252637500000002","149.0248625","16","118.4375","100","60","2.2","63.90539635219954","0","63.90539635219954","1758.3179953820327","123","456","Prop added in a second instance","mavic_pro"
"00:03:49,000","-20.2532","149.0251","1501953339000","-20.252700000000004","149.025","16","118.45","100","60","2.2","57.44445165290414","0.045000000000010226","57.444469278624574","1774.2747924038729","123","456","Prop added in a second instance","mavic_pro"
"00:03:50,000","-20.2532","149.0251","1501953340000","-20.252762500000003","149.02515","15","118.4625","100","60","2.2","61.70787519248982","0.045000000000010226","61.707891600442004","1791.4158734039956","123","456","Prop added in a second instance","mavic_pro"
"00:03:51,000","-20.2532","149.0251","1501953341000","-20.252837500000002","149.02530000000002","16","118.475","100","60","2.2","63.905332260007086","0.04499999999995907","63.90534810375344","1809.1673589883717","123","456","Prop added in a second instance","mavic_pro"
"00:03:52,000","-20.2532","149.0251","1501953342000","-20.252899999999997","149.02545","16","118.475","100","60","2.2","61.70782954500217","0","61.70782954500217","1826.3084227508723","123","456","Prop added in a second instance","mavic_pro"
"00:03:53,000","-20.2532","149.0251","1501953343000","-20.2529625","149.0256","16","118.46249999999999","100","60","2.2","61.707808809799964","-0.045000000000010226","61.707825217769795","1843.449485311364","123","456","Prop added in a second instance","mavic_pro"
"00:03:54,000","-20.2532","149.0251","1501953344000","-20.2530375","149.02573750000002","15","118.44999999999999","100","60","2.2","59.798712957740136","-0.045000000000010226","59.79872988954028","1860.060243614014","123","456","Prop added in a second instance","mavic_pro"
"00:03:55,000","-20.2532","149.0251","1501953345000","-20.2531","149.0258875","16","118.43749999999999","100","60","2.2","61.70776316085553","-0.045000000000010226","61.70777956883749","1877.2012934942468","123","456","Prop added in a second instance","mavic_pro"
"00:03:56,000","-20.2532","149.0251","1501953346000","-20.2531625","149.026025","15","118.42499999999998","100","60","2.2","57.44431308520952","-0.045000000000010226","57.44433071097246","1893.1580520250725","123","456","Prop added in a second instance","mavic_pro"
"00:03:57,000","-20.2532","149.0251","1501953347000","-20.25325","149.0261625","15","118.4125","100","60","2.2","62.46678425517275","-0.04499999999995907","62.466800463784736","1910.5099410427904","123","456","Prop added in a second instance","mavic_pro"
"00:03:58,000","-20.2532","149.0251","1501953348000","-20.2533375","149.02628749999997","15","118.39999999999999","100","60","2.2","58.63680006610616","-0.045000000000010226","58.63681733341695","1926.7979458576285","123","456","Prop added in a second instance","mavic_pro"
"00:03:59,000","-20.2532","149.0251","1501953349000","-20.253425","149.02641250000002","15","118.37499999999999","100","60","2.2","58.636778856018495","-0.09000000000002045","58.63684792525616","1943.0859591701997","123","456","Prop added in a second instance","mavic_pro"
"00:04:00,000","-20.2532","149.0251","1501953350000","-20.253524999999996","149.02652500000002","15","118.37499999999999","100","60","2.2","58.26688366189693","0","58.26688366189693","1959.2712046318377","123","456","Prop added in a second instance","mavic_pro"
"00:04:01,000","-20.2532","149.0251","1501953351000","-20.253612499999996","149.0266375","16","118.2875","100","60","2.2","54.94196655590963","-0.3149999999999693","54.94286954674548","1974.533112839267","123","456","Prop added in a second instance","mavic_pro"
"00:04:02,000","-20.2532","149.0251","1501953352000","-20.253687499999998","149.02673750000002","16","118.1625","100","60","2.2","48.13444282615693","-0.45","48.13654626356745","1987.904375690258","123","456","Prop added in a second instance","mavic_pro"
"00:04:03,000","-20.2532","149.0251","1501953353000","-20.2537625","149.0268","16","118.03750000000001","100","60","2.2","38.15160100846577","-0.4499999999999489","38.15425480217332","1998.5027798019728","123","456","Prop added in a second instance","mavic_pro"
"00:04:04,000","-20.2532","149.0251","1501953354000","-20.253812500000002","149.02685000000002","14","117.9375","100","60","2.2","27.475216690604555","-0.3600000000000307","27.477575078519486","2006.135439546006","123","456","Prop added in a second instance","mavic_pro"
"00:04:05,000","-20.2532","149.0251","1501953355000","-20.253825000000003","149.02688750000002","15","117.8625","100","60","2.2","14.962395738003524","-0.27000000000001023","14.964831646918917","2010.2923372257058","123","456","Prop added in a second instance","mavic_pro"
"00:04:06,000","-20.2532","149.0251","1501953356000","-20.253812500000002","149.02691250000004","15","117.78749999999998","100","60","2.2","10.650834297047783","-0.2700000000000614","10.65425601453097","2013.2518527852976","123","456","Prop added in a second instance","mavic_pro"
"00:04:07,000","-20.2532","149.0251","1501953357000","-20.2537625","149.02693750000003","15","117.74999999999999","100","60","2.2","22.132514281156716","-0.13499999999997955","22.132926001900564","2019.3998877858255","123","456","Prop added in a second instance","mavic_pro"
"00:04:08,000","-20.2532","149.0251","1501953358000","-20.2537","149.02696250000002","16","117.71249999999999","100","60","2.2","26.752438795950926","-0.13499999999997955","26.752779416933485","2026.8312154016403","123","456","Prop added in a second instance","mavic_pro"
"00:04:09,000","-20.2532","149.0251","1501953359000","-20.253625","149.02697500000002","15","117.72500000000001","100","60","2.2","30.421465510518694","0.045000000000061394","30.42149879292074","2035.281631733007","123","456","Prop added in a second instance","mavic_pro"
"00:04:10,000","-20.2532","149.0251","1501953360000","-20.253549999999997","149.02698750000002","16","117.775","100","60","2.2","30.421465862671468","0.17999999999998975","30.42199837672873","2043.732186837654","123","456","Prop added in a second instance","mavic_pro"
