TIMECODE,HOME.0,HOME.1,HOME.2,DATE,GPS.0,GPS.1,GPS.2,BAROMETER,ISO,Shutter,Fnum,F_PRY.0,F_PRY.1,F_PRY.2,G_PRY.0,G_PRY.1,G_PRY.2,F,SS,EV,D,H,H_S,V_S,NAME
"00:00:01,000","149.0251","-20.2532", ,"2017.08.05 14:11:51","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:02,000","149.0251","-20.2532", ,"2017.08.05 14:11:52","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:03,000","149.0251","-20.2532", ,"2017.08.05 14:11:53","149.0251","-20.2533","16","2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:04,000","149.0251","-20.2532", ,"2017.08.05 14:11:54","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:05,000","149.0251","-20.2532", ,"2017.08.05 14:11:55","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:06,000","149.0251","-20.2532", ,"2017.08.05 14:11:56","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:07,000","149.0251","-20.2532", ,"2017.08.05 14:11:57","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:08,000","149.0251","-20.2532", ,"2017.08.05 14:11:58","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:09,000","149.0251","-20.2532", ,"2017.08.05 14:11:59","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:10,000","149.0251","-20.2532", ,"2017.08.05 14:12:00","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:11,000","149.0251","-20.2532", ,"2017.08.05 14:12:01","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:12,000","149.0251","-20.2532", ,"2017.08.05 14:12:02","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:13,000","149.0251","-20.2532", ,"2017.08.05 14:12:03","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:14,000","149.0251","-20.2532", ,"2017.08.05 14:12:04","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:15,000","149.0251","-20.2532", ,"2017.08.05 14:12:05","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:16,000","149.0251","-20.2532", ,"2017.08.05 14:12:06","149.0251","-20.2533","16","1.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:17,000","149.0251","-20.2532", ,"2017.08.05 14:12:07","149.0251","-20.2533","16","2.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:18,000","149.0251","-20.2532", ,"2017.08.05 14:12:08","149.0251","-20.2533","16","4.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:19,000","149.0251","-20.2532", ,"2017.08.05 14:12:09","149.0251","-20.2533","16","8.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:20,000","149.0251","-20.2532", ,"2017.08.05 14:12:10","149.0252","-20.2533","16","12.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:21,000","149.0251","-20.2532", ,"2017.08.05 14:12:11","149.0252","-20.2533","16","16","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:22,000","149.0251","-20.2532", ,"2017.08.05 14:12:12","149.0252","-20.2534","16","20.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:23,000","149.0251","-20.2532", ,"2017.08.05 14:12:13","149.0252","-20.2534","16","24","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:24,000","149.0251","-20.2532", ,"2017.08.05 14:12:14","149.0253","-20.2534","15","28","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:25,000","149.0251","-20.2532", ,"2017.08.05 14:12:15","149.0253","-20.2534","16","31.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:26,000","149.0251","-20.2532", ,"2017.08.05 14:12:16","149.0253","-20.2534","16","36","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:27,000","149.0251","-20.2532", ,"2017.08.05 14:12:17","149.0253","-20.2534","15","40","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:28,000","149.0251","-20.2532", ,"2017.08.05 14:12:18","149.0253","-20.2534","16","44","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:29,000","149.0251","-20.2532", ,"2017.08.05 14:12:19","149.0253","-20.2534","16","48","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:30,000","149.0251","-20.2532", ,"2017.08.05 14:12:20","149.0253","-20.2534","15","52.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:31,000","149.0251","-20.2532", ,"2017.08.05 14:12:21","149.0253","-20.2534","16","56.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:32,000","149.0251","-20.2532", ,"2017.08.05 14:12:22","149.0253","-20.2534","16","59.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:33,000","149.0251","-20.2532", ,"2017.08.05 14:12:23","149.0253","-20.2534","16","59.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:34,000","149.0251","-20.2532", ,"2017.08.05 14:12:24","149.0253","-20.2534","16","59.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:35,000","149.0251","-20.2532", ,"2017.08.05 14:12:25","149.0253","-20.2534","16","59.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:36,000","149.0251","-20.2532", ,"2017.08.05 14:12:26","149.0253","-20.2534","16","59.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:37,000","149.0251","-20.2532", ,"2017.08.05 14:12:27","149.0253","-20.2534","16","59.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:38,000","149.0251","-20.2532", ,"2017.08.05 14:12:28","149.0253","-20.2534","16","59.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:39,000","149.0251","-20.2532", ,"2017.08.05 14:12:29","149.0253","-20.2534","16","59.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:40,000","149.0251","-20.2532", ,"2017.08.05 14:12:30","149.0253","-20.2534","16","59.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:41,000","149.0251","-20.2532", ,"2017.08.05 14:12:31","149.0253","-20.2534","16","59.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:42,000","149.0251","-20.2532", ,"2017.08.05 14:12:32","149.0253","-20.2534","16","59.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:43,000","149.0251","-20.2532", ,"2017.08.05 14:12:33","149.0253","-20.2534","16","59.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:44,000","149.0251","-20.2532", ,"2017.08.05 14:12:34","149.0253","-20.2534","15","59.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:45,000","149.0251","-20.2532", ,"2017.08.05 14:12:35","149.0253","-20.2534","15","59","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:46,000","149.0251","-20.2532", ,"2017.08.05 14:12:36","149.0253","-20.2534","16","58.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:47,000","149.0251","-20.2532", ,"2017.08.05 14:12:37","149.0253","-20.2534","16","58","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:48,000","149.0251","-20.2532", ,"2017.08.05 14:12:38","149.0253","-20.2534","16","57.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:49,000","149.0251","-20.2532", ,"2017.08.05 14:12:39","149.0253","-20.2534","16","56.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:50,000","149.0251","-20.2532", ,"2017.08.05 14:12:40","149.0253","-20.2534","16","55.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:51,000","149.0251","-20.2532", ,"2017.08.05 14:12:41","149.0253","-20.2534","15","53.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:52,000","149.0251","-20.2532", ,"2017.08.05 14:12:42","149.0253","-20.2534","15","52.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:53,000","149.0251","-20.2532", ,"2017.08.05 14:12:43","149.0253","-20.2534","16","50.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:54,000","149.0251","-20.2532", ,"2017.08.05 14:12:44","149.0253","-20.2534","16","49","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:55,000","149.0251","-20.2532", ,"2017.08.05 14:12:45","149.0253","-20.2534","16","47.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:56,000","149.0251","-20.2532", ,"2017.08.05 14:12:46","149.0253","-20.2534","15","45.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:57,000","149.0251","-20.2532", ,"2017.08.05 14:12:47","149.0253","-20.2534","16","43.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:58,000","149.0251","-20.2532", ,"2017.08.05 14:12:48","149.0253","-20.2534","16","41.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:00:59,000","149.0251","-20.2532", ,"2017.08.05 14:12:49","149.0253","-20.2534","16","39.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:00,000","149.0251","-20.2532", ,"2017.08.05 14:12:50","149.0253","-20.2534","15","36.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:01,000","149.0251","-20.2532", ,"2017.08.05 14:12:51","149.0253","-20.2534","16","34.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:02,000","149.0251","-20.2532", ,"2017.08.05 14:12:52","149.0253","-20.2534","16","32.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:03,000","149.0251","-20.2532", ,"2017.08.05 14:12:53","149.0253","-20.2534","15","30.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:04,000","149.0251","-20.2532", ,"2017.08.05 14:12:54","149.0253","-20.2534","16","27.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:05,000","149.0251","-20.2532", ,"2017.08.05 14:12:55","149.0253","-20.2534","16","25.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:06,000","149.0251","-20.2532", ,"2017.08.05 14:12:56","149.0253","-20.2534","16","23","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:07,000","149.0251","-20.2532", ,"2017.08.05 14:12:57","149.0253","-20.2534","15","20.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:08,000","149.0251","-20.2532", ,"2017.08.05 14:12:58","149.0253","-20.2534","16","17.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:09,000","149.0251","-20.2532", ,"2017.08.05 14:12:59","149.0253","-20.2534","15","15.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:10,000","149.0251","-20.2532", ,"2017.08.05 14:13:00","149.0253","-20.2534","15","13.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:11,000","149.0251","-20.2532", ,"2017.08.05 14:13:01","149.0253","-20.2534","16","10.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:12,000","149.0251","-20.2532", ,"2017.08.05 14:13:02","149.0253","-20.2534","16","8.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:13,000","149.0251","-20.2532", ,"2017.08.05 14:13:03","149.0253","-20.2534","16","5.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:14,000","149.0251","-20.2532", ,"2017.08.05 14:13:04","149.0253","-20.2534","16","3.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:15,000","149.0251","-20.2532", ,"2017.08.05 14:13:05","149.0253","-20.2534","16","3.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:16,000","149.0251","-20.2532", ,"2017.08.05 14:13:06","149.0253","-20.2534","16","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:17,000","149.0251","-20.2532", ,"2017.08.05 14:13:07","149.0253","-20.2534","16","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:18,000","149.0251","-20.2532", ,"2017.08.05 14:13:08","149.0253","-20.2534","16","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:19,000","149.0251","-20.2532", ,"2017.08.05 14:13:09","149.0253","-20.2534","15","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:20,000","149.0251","-20.2532", ,"2017.08.05 14:13:10","149.0253","-20.2534","16","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:21,000","149.0251","-20.2532", ,"2017.08.05 14:13:11","149.0252","-20.2533","16","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:22,000","149.0251","-20.2532", ,"2017.08.05 14:13:12","149.0252","-20.2533","16","3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:23,000","149.0251","-20.2532", ,"2017.08.05 14:13:13","149.0251","-20.2533","16","3.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:24,000","149.0251","-20.2532", ,"2017.08.05 14:13:14","149.0251","-20.2532","16","7.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:25,000","149.0251","-20.2532", ,"2017.08.05 14:13:15","149.025","-20.2532","16","11.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:26,000","149.0251","-20.2532", ,"2017.08.05 14:13:16","149.0249","-20.2531","16","15.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:27,000","149.0251","-20.2532", ,"2017.08.05 14:13:17","149.0249","-20.2531","16","19.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:28,000","149.0251","-20.2532", ,"2017.08.05 14:13:18","149.0248","-20.253","16","23.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:29,000","149.0251","-20.2532", ,"2017.08.05 14:13:19","149.0247","-20.253","16","27.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:30,000","149.0251","-20.2532", ,"2017.08.05 14:13:20","149.0247","-20.2529","16","31.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:31,000","149.0251","-20.2532", ,"2017.08.05 14:13:21","149.0246","-20.2529","16","35.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:32,000","149.0251","-20.2532", ,"2017.08.05 14:13:22","149.0245","-20.2528","16","40.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:33,000","149.0251","-20.2532", ,"2017.08.05 14:13:23","149.0245","-20.2528","16","43.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:34,000","149.0251","-20.2532", ,"2017.08.05 14:13:24","149.0244","-20.2527","16","48","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:35,000","149.0251","-20.2532", ,"2017.08.05 14:13:25","149.0243","-20.2527","16","52","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:36,000","149.0251","-20.2532", ,"2017.08.05 14:13:26","149.0243","-20.2526","16","56.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:37,000","149.0251","-20.2532", ,"2017.08.05 14:13:27","149.0242","-20.2526","16","60.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:38,000","149.0251","-20.2532", ,"2017.08.05 14:13:28","149.0241","-20.2525","16","64.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:39,000","149.0251","-20.2532", ,"2017.08.05 14:13:29","149.0241","-20.2525","16","68.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:40,000","149.0251","-20.2532", ,"2017.08.05 14:13:30","149.024","-20.2524","16","72.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:41,000","149.0251","-20.2532", ,"2017.08.05 14:13:31","149.024","-20.2524","16","76.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:42,000","149.0251","-20.2532", ,"2017.08.05 14:13:32","149.0239","-20.2523","16","80.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:43,000","149.0251","-20.2532", ,"2017.08.05 14:13:33","149.0239","-20.2523","16","85.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:44,000","149.0251","-20.2532", ,"2017.08.05 14:13:34","149.0239","-20.2523","16","88.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:45,000","149.0251","-20.2532", ,"2017.08.05 14:13:35","149.0239","-20.2523","16","92.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:46,000","149.0251","-20.2532", ,"2017.08.05 14:13:36","149.0239","-20.2523","15","96.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:47,000","149.0251","-20.2532", ,"2017.08.05 14:13:37","149.0239","-20.2523","16","100.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:01:48,000","149.0251","-20.2532", ,"2017.08.05 14:13:38","149.0239","-20.2523","16","104.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
