TIMECODE,HOME.0,HOME.1,HOME.2,DATE,GPS.0,GPS.1,GPS.2,BAROMETER,ISO,Shutter,Fnum,F_PRY.0,F_PRY.1,F_PRY.2,G_PRY.0,G_PRY.1,G_PRY.2,F,SS,EV,D,H,H_S,V_S,NAME
"00:04:34,000","149.0251","-20.2532", ,"2017.08.05 14:16:24","149.0265","-20.253","15","116.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:35,000","149.0251","-20.2532", ,"2017.08.05 14:16:25","149.0264","-20.253","16","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:36,000","149.0251","-20.2532", ,"2017.08.05 14:16:26","149.0263","-20.2531","16","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:37,000","149.0251","-20.2532", ,"2017.08.05 14:16:27","149.0262","-20.2531","16","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:38,000","149.0251","-20.2532", ,"2017.08.05 14:16:28","149.0261","-20.2531","16","116.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:39,000","149.0251","-20.2532", ,"2017.08.05 14:16:29","149.026","-20.2532","16","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:40,000","149.0251","-20.2532", ,"2017.08.05 14:16:31","149.0259","-20.2532","16","116.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:41,000","149.0251","-20.2532", ,"2017.08.05 14:16:31","149.0258","-20.2533","16","116.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:42,000","149.0251","-20.2532", ,"2017.08.05 14:16:32","149.0257","-20.2533","15","116.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:43,000","149.0251","-20.2532", ,"2017.08.05 14:16:33","149.0255","-20.2533","15","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:44,000","149.0251","-20.2532", ,"2017.08.05 14:16:35","149.0254","-20.2534","16","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:45,000","149.0251","-20.2532", ,"2017.08.05 14:16:35","149.0253","-20.2534","16","116.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:46,000","149.0251","-20.2532", ,"2017.08.05 14:16:36","149.0252","-20.2535","16","116.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:47,000","149.0251","-20.2532", ,"2017.08.05 14:16:37","149.0251","-20.2535","16","116.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:48,000","149.0251","-20.2532", ,"2017.08.05 14:16:39","149.0249","-20.2535","16","116.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:49,000","149.0251","-20.2532", ,"2017.08.05 14:16:39","149.0248","-20.2536","16","116.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:50,000","149.0251","-20.2532", ,"2017.08.05 14:16:40","149.0247","-20.2536","15","116.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:51,000","149.0251","-20.2532", ,"2017.08.05 14:16:41","149.0246","-20.2537","14","116.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:52,000","149.0251","-20.2532", ,"2017.08.05 14:16:43","149.0245","-20.2537","16","116.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:53,000","149.0251","-20.2532", ,"2017.08.05 14:16:43","149.0244","-20.2537","16","116.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:54,000","149.0251","-20.2532", ,"2017.08.05 14:16:44","149.0243","-20.2538","16","116.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:55,000","149.0251","-20.2532", ,"2017.08.05 14:16:45","149.0243","-20.2538","16","116.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:56,000","149.0251","-20.2532", ,"2017.08.05 14:16:47","149.0243","-20.2538","16","116.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:57,000","149.0251","-20.2532", ,"2017.08.05 14:16:47","149.0243","-20.2538","15","116.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:58,000","149.0251","-20.2532", ,"2017.08.05 14:16:49","149.0243","-20.2538","16","116.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:04:59,000","149.0251","-20.2532", ,"2017.08.05 14:16:50","149.0243","-20.2538","16","116.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:00,000","149.0251","-20.2532", ,"2017.08.05 14:16:51","149.0243","-20.2538","16","116.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:01,000","149.0251","-20.2532", ,"2017.08.05 14:16:52","149.0243","-20.2537","16","116.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:02,000","149.0251","-20.2532", ,"2017.08.05 14:16:53","149.0244","-20.2537","16","116.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:03,000","149.0251","-20.2532", ,"2017.08.05 14:16:54","149.0245","-20.2536","15","116.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:04,000","149.0251","-20.2532", ,"2017.08.05 14:16:55","149.0245","-20.2536","16","116.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:05,000","149.0251","-20.2532", ,"2017.08.05 14:16:56","149.0246","-20.2535","16","115.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:06,000","149.0251","-20.2532", ,"2017.08.05 14:16:57","149.0247","-20.2534","16","115.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:07,000","149.0251","-20.2532", ,"2017.08.05 14:16:58","149.0247","-20.2534","16","115.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:08,000","149.0251","-20.2532", ,"2017.08.05 14:16:59","149.0247","-20.2534","16","115.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:09,000","149.0251","-20.2532", ,"2017.08.05 14:17:00","149.0247","-20.2534","15","115.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:10,000","149.0251","-20.2532", ,"2017.08.05 14:17:01","149.0247","-20.2534","15","115","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:11,000","149.0251","-20.2532", ,"2017.08.05 14:17:02","149.0247","-20.2534","15","114.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:12,000","149.0251","-20.2532", ,"2017.08.05 14:17:03","149.0247","-20.2534","16","113.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:13,000","149.0251","-20.2532", ,"2017.08.05 14:17:04","149.0247","-20.2534","15","111.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:14,000","149.0251","-20.2532", ,"2017.08.05 14:17:05","149.0247","-20.2534","15","109.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:15,000","149.0251","-20.2532", ,"2017.08.05 14:17:06","149.0247","-20.2534","16","108","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:16,000","149.0251","-20.2532", ,"2017.08.05 14:17:07","149.0247","-20.2534","16","105.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:17,000","149.0251","-20.2532", ,"2017.08.05 14:17:08","149.0247","-20.2534","15","103.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:18,000","149.0251","-20.2532", ,"2017.08.05 14:17:09","149.0247","-20.2534","15","101.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:19,000","149.0251","-20.2532", ,"2017.08.05 14:17:10","149.0247","-20.2534","15","98.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:20,000","149.0251","-20.2532", ,"2017.08.05 14:17:11","149.0247","-20.2534","16","96.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:21,000","149.0251","-20.2532", ,"2017.08.05 14:17:12","149.0247","-20.2534","14","94","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:22,000","149.0251","-20.2532", ,"2017.08.05 14:17:13","149.0247","-20.2534","14","91.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:23,000","149.0251","-20.2532", ,"2017.08.05 14:17:14","149.0247","-20.2534","15","88.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:24,000","149.0251","-20.2532", ,"2017.08.05 14:17:15","149.0247","-20.2534","15","85.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:25,000","149.0251","-20.2532", ,"2017.08.05 14:17:16","149.0247","-20.2534","15","83.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:26,000","149.0251","-20.2532", ,"2017.08.05 14:17:17","149.0247","-20.2534","16","80.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:27,000","149.0251","-20.2532", ,"2017.08.05 14:17:18","149.0247","-20.2534","16","77.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:28,000","149.0251","-20.2532", ,"2017.08.05 14:17:19","149.0247","-20.2534","15","74.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:29,000","149.0251","-20.2532", ,"2017.08.05 14:17:20","149.0247","-20.2534","15","72.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:30,000","149.0251","-20.2532", ,"2017.08.05 14:17:21","149.0247","-20.2534","15","69.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:31,000","149.0251","-20.2532", ,"2017.08.05 14:17:22","149.0247","-20.2534","15","66","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:32,000","149.0251","-20.2532", ,"2017.08.05 14:17:23","149.0247","-20.2534","16","63","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:33,000","149.0251","-20.2532", ,"2017.08.05 14:17:24","149.0247","-20.2534","15","59.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:34,000","149.0251","-20.2532", ,"2017.08.05 14:17:25","149.0247","-20.2534","15","56.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:35,000","149.0251","-20.2532", ,"2017.08.05 14:17:26","149.0247","-20.2534","16","53.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:36,000","149.0251","-20.2532", ,"2017.08.05 14:17:27","149.0247","-20.2534","15","50.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:37,000","149.0251","-20.2532", ,"2017.08.05 14:17:28","149.0247","-20.2534","15","47.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:38,000","149.0251","-20.2532", ,"2017.08.05 14:17:29","149.0247","-20.2534","15","44.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:39,000","149.0251","-20.2532", ,"2017.08.05 14:17:30","149.0247","-20.2534","15","41.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:40,000","149.0251","-20.2532", ,"2017.08.05 14:17:31","149.0247","-20.2534","16","38.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:41,000","149.0251","-20.2532", ,"2017.08.05 14:17:32","149.0247","-20.2534","15","35.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:42,000","149.0251","-20.2532", ,"2017.08.05 14:17:33","149.0247","-20.2534","16","32.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:43,000","149.0251","-20.2532", ,"2017.08.05 14:17:34","149.0247","-20.2534","15","29.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:44,000","149.0251","-20.2532", ,"2017.08.05 14:17:35","149.0247","-20.2534","16","26.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:45,000","149.0251","-20.2532", ,"2017.08.05 14:17:36","149.0247","-20.2534","16","23.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:46,000","149.0251","-20.2532", ,"2017.08.05 14:17:37","149.0247","-20.2533","15","20.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:47,000","149.0251","-20.2532", ,"2017.08.05 14:17:38","149.0248","-20.2533","16","17.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:48,000","149.0251","-20.2532", ,"2017.08.05 14:17:39","149.0248","-20.2533","15","14.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:49,000","149.0251","-20.2532", ,"2017.08.05 14:17:40","149.0249","-20.2533","16","11.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:50,000","149.0251","-20.2532", ,"2017.08.05 14:17:41","149.0249","-20.2532","16","9.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:51,000","149.0251","-20.2532", ,"2017.08.05 14:17:42","149.0249","-20.2532","16","8.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:52,000","149.0251","-20.2532", ,"2017.08.05 14:17:43","149.0249","-20.2532","16","8.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:53,000","149.0251","-20.2532", ,"2017.08.05 14:17:44","149.0249","-20.2532","16","9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:54,000","149.0251","-20.2532", ,"2017.08.05 14:17:45","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:55,000","149.0251","-20.2532", ,"2017.08.05 14:17:46","149.0249","-20.2532","16","8.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:56,000","149.0251","-20.2532", ,"2017.08.05 14:17:47","149.0249","-20.2532","16","8.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:57,000","149.0251","-20.2532", ,"2017.08.05 14:17:48","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:58,000","149.0251","-20.2532", ,"2017.08.05 14:17:49","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:05:59,000","149.0251","-20.2532", ,"2017.08.05 14:17:50","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:00,000","149.0251","-20.2532", ,"2017.08.05 14:17:51","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:01,000","149.0251","-20.2532", ,"2017.08.05 14:17:52","149.0249","-20.2532","16","8.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:02,000","149.0251","-20.2532", ,"2017.08.05 14:17:53","149.0249","-20.2532","16","8.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:03,000","149.0251","-20.2532", ,"2017.08.05 14:17:54","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:04,000","149.0251","-20.2532", ,"2017.08.05 14:17:55","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:05,000","149.0251","-20.2532", ,"2017.08.05 14:17:56","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:06,000","149.0251","-20.2532", ,"2017.08.05 14:17:57","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:07,000","149.0251","-20.2532", ,"2017.08.05 14:17:58","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:08,000","149.0251","-20.2532", ,"2017.08.05 14:17:59","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:09,000","149.0251","-20.2532", ,"2017.08.05 14:18:00","149.0249","-20.2532","16","8.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:10,000","149.0251","-20.2532", ,"2017.08.05 14:18:01","149.0249","-20.2532","16","8.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:11,000","149.0251","-20.2532", ,"2017.08.05 14:18:02","149.0249","-20.2532","16","8.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:12,000","149.0251","-20.2532", ,"2017.08.05 14:18:03","149.0249","-20.2532","16","7.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:13,000","149.0251","-20.2532", ,"2017.08.05 14:18:04","149.0248","-20.2533","16","6.5","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:14,000","149.0251","-20.2532", ,"2017.08.05 14:18:05","149.0248","-20.2533","16","4.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:15,000","149.0251","-20.2532", ,"2017.08.05 14:18:06","149.0247","-20.2533","16","3.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:16,000","149.0251","-20.2532", ,"2017.08.05 14:18:07","149.0247","-20.2533","16","2.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:17,000","149.0251","-20.2532", ,"2017.08.05 14:18:08","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:18,000","149.0251","-20.2532", ,"2017.08.05 14:18:09","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:19,000","149.0251","-20.2532", ,"2017.08.05 14:18:10","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:20,000","149.0251","-20.2532", ,"2017.08.05 14:18:11","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:21,000","149.0251","-20.2532", ,"2017.08.05 14:18:12","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:22,000","149.0251","-20.2532", ,"2017.08.05 14:18:13","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:23,000","149.0251","-20.2532", ,"2017.08.05 14:18:14","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:24,000","149.0251","-20.2532", ,"2017.08.05 14:18:15","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:25,000","149.0251","-20.2532", ,"2017.08.05 14:18:16","149.0247","-20.2533","16","1.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:26,000","149.0251","-20.2532", ,"2017.08.05 14:18:17","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:27,000","149.0251","-20.2532", ,"2017.08.05 14:18:18","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:28,000","149.0251","-20.2532", ,"2017.08.05 14:18:19","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:29,000","149.0251","-20.2532", ,"2017.08.05 14:18:20","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:30,000","149.0251","-20.2532", ,"2017.08.05 14:18:21","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:31,000","149.0251","-20.2532", ,"2017.08.05 14:18:22","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:32,000","149.0251","-20.2532", ,"2017.08.05 14:18:23","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:33,000","149.0251","-20.2532", ,"2017.08.05 14:18:24","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:34,000","149.0251","-20.2532", ,"2017.08.05 14:18:25","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:35,000","149.0251","-20.2532", ,"2017.08.05 14:18:26","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:36,000","149.0251","-20.2532", ,"2017.08.05 14:18:27","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:37,000","149.0251","-20.2532", ,"2017.08.05 14:18:28","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:38,000","149.0251","-20.2532", ,"2017.08.05 14:18:29","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:39,000","149.0251","-20.2532", ,"2017.08.05 14:18:30","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:40,000","149.0251","-20.2532", ,"2017.08.05 14:18:31","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:41,000","149.0251","-20.2532", ,"2017.08.05 14:18:32","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:42,000","149.0251","-20.2532", ,"2017.08.05 14:18:33","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:43,000","149.0251","-20.2532", ,"2017.08.05 14:18:34","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:44,000","149.0251","-20.2532", ,"2017.08.05 14:18:35","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:45,000","149.0251","-20.2532", ,"2017.08.05 14:18:36","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:46,000","149.0251","-20.2532", ,"2017.08.05 14:18:37","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:47,000","149.0251","-20.2532", ,"2017.08.05 14:18:38","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:48,000","149.0251","-20.2532", ,"2017.08.05 14:18:39","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:49,000","149.0251","-20.2532", ,"2017.08.05 14:18:40","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:50,000","149.0251","-20.2532", ,"2017.08.05 14:18:41","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:51,000","149.0251","-20.2532", ,"2017.08.05 14:18:42","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:52,000","149.0251","-20.2532", ,"2017.08.05 14:18:43","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:53,000","149.0251","-20.2532", ,"2017.08.05 14:18:44","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:54,000","149.0251","-20.2532", ,"2017.08.05 14:18:45","149.0247","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:55,000","149.0251","-20.2532", ,"2017.08.05 14:18:46","149.0248","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:56,000","149.0251","-20.2532", ,"2017.08.05 14:18:47","149.0248","-20.2533","16","1.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:57,000","149.0251","-20.2532", ,"2017.08.05 14:18:48","149.0248","-20.2533","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:58,000","149.0251","-20.2532", ,"2017.08.05 14:18:49","149.0249","-20.2532","16","1.3","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:06:59,000","149.0251","-20.2532", ,"2017.08.05 14:18:50","149.0249","-20.2532","16","1.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:00,000","149.0251","-20.2532", ,"2017.08.05 14:18:51","149.0249","-20.2532","16","2.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:01,000","149.0251","-20.2532", ,"2017.08.05 14:18:52","149.025","-20.2532","16","6.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:02,000","149.0251","-20.2532", ,"2017.08.05 14:18:53","149.025","-20.2532","16","10.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:03,000","149.0251","-20.2532", ,"2017.08.05 14:18:54","149.0251","-20.2532","16","14.6","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:04,000","149.0251","-20.2532", ,"2017.08.05 14:18:55","149.0251","-20.2531","16","19.1","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:05,000","149.0251","-20.2532", ,"2017.08.05 14:18:56","149.0252","-20.2531","16","22.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:06,000","149.0251","-20.2532", ,"2017.08.05 14:18:57","149.0253","-20.2531","16","26.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:07,000","149.0251","-20.2532", ,"2017.08.05 14:18:58","149.0253","-20.2531","16","30.7","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:08,000","149.0251","-20.2532", ,"2017.08.05 14:18:59","149.0254","-20.253","16","35.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:09,000","149.0251","-20.2532", ,"2017.08.05 14:19:00","149.0255","-20.253","16","38.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:10,000","149.0251","-20.2532", ,"2017.08.05 14:19:01","149.0255","-20.253","16","42.9","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:11,000","149.0251","-20.2532", ,"2017.08.05 14:19:02","149.0256","-20.2529","16","46.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:12,000","149.0251","-20.2532", ,"2017.08.05 14:19:03","149.0256","-20.2529","15","46.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:13,000","149.0251","-20.2532", ,"2017.08.05 14:19:04","149.0256","-20.2529","16","45.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:14,000","149.0251","-20.2532", ,"2017.08.05 14:19:05","149.0256","-20.2529","16","44.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:15,000","149.0251","-20.2532", ,"2017.08.05 14:19:06","149.0256","-20.2529","16","42.4","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:16,000","149.0251","-20.2532", ,"2017.08.05 14:19:07","149.0256","-20.2529","15","39.8","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:17,000","149.0251","-20.2532", ,"2017.08.05 14:19:08","149.0256","-20.2529","16","37.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
"00:07:18,000","149.0251","-20.2532", ,"2017.08.05 14:19:09","149.0255","-20.253","15","34.2","100","60","2.2", , , , , , , , , , , , , ,"mavic_pro"
